page_likes,page_interaction,page_category,tot_no_comments_bef,no_comments_24h,no_comments_48_24h,no_comments_24h_after_pub,delta_48_24h,character_count_post,no_shares_post,day_posted,current_day,has_new_comments,ID
36734,4,14,0,0,0,0,0,167,2,SATURDAY,TUESDAY,NA,P10633
1975842,140870,9,1005,1005,0,1005,1005,193,86,THURSDAY,FRIDAY,NA,P10634
8471,5,30,0,0,0,0,0,27,2,TUESDAY,THURSDAY,NA,P10635
32745,770,32,0,0,0,0,0,198,5,WEDNESDAY,THURSDAY,NA,P10636
186866,6605,18,15,1,14,14,-13,57,2,SATURDAY,MONDAY,NA,P10637
50563,2348,32,0,0,0,0,0,538,3,SATURDAY,SUNDAY,NA,P10638
356059,27989,8,49,4,8,42,-4,7,3,SUNDAY,WEDNESDAY,NA,P10639
3280313,39324,14,178,178,0,178,178,104,496,SUNDAY,MONDAY,NA,P10640
630968,123675,4,529,529,0,529,529,115,8006,SUNDAY,MONDAY,NA,P10641
572325,27248,24,3,1,0,2,1,0,1,MONDAY,THURSDAY,NA,P10642
3995273,297147,4,312,19,66,276,-47,11,122,THURSDAY,SUNDAY,NA,P10643
55157,2727,35,0,0,0,0,0,0,4,THURSDAY,THURSDAY,NA,P10644
81756,2947,36,13,0,11,12,-11,606,45,WEDNESDAY,FRIDAY,NA,P10645
19778,159,20,0,0,0,0,0,91,1,WEDNESDAY,WEDNESDAY,NA,P10646
5365996,102442,9,21,6,15,21,-9,112,1,MONDAY,TUESDAY,NA,P10647
17905,43,49,8,1,5,7,-4,60,70,FRIDAY,SUNDAY,NA,P10648
165002,25302,36,14,14,0,14,14,22,1268,TUESDAY,TUESDAY,NA,P10649
3337470,11736,40,0,0,0,0,0,264,22,SATURDAY,SATURDAY,NA,P10650
1720897,10096,46,4,1,3,4,-2,6,1,FRIDAY,SUNDAY,NA,P10651
269481,4381,38,1,1,0,0,1,0,16,THURSDAY,SATURDAY,NA,P10652
5480,1,24,0,0,0,0,0,143,11,SUNDAY,TUESDAY,NA,P10653
9774,2397,16,1,1,0,1,1,0,1,SATURDAY,SUNDAY,NA,P10654
1715845,319402,2,148,5,19,140,-14,52,19,TUESDAY,THURSDAY,NA,P10655
27147,2260,28,1,0,0,1,0,543,4,SATURDAY,MONDAY,NA,P10656
4716837,490422,5,17,17,0,17,17,102,312,FRIDAY,FRIDAY,NA,P10657
3002026,77240,9,515,6,73,453,-67,138,565,SUNDAY,WEDNESDAY,NA,P10658
3150,5,80,2,2,0,2,2,12,3,WEDNESDAY,WEDNESDAY,NA,P10659
1422427,35610,9,44,44,0,44,44,0,36,TUESDAY,WEDNESDAY,NA,P10660
34008,11863,18,22,0,3,20,-3,40,4,WEDNESDAY,SATURDAY,NA,P10661
316982,61205,42,63,12,51,54,-39,145,2,FRIDAY,SUNDAY,NA,P10662
18309696,156518,21,0,0,0,0,0,9,1,MONDAY,WEDNESDAY,NA,P10663
1501889,33752,14,2,0,2,2,-2,255,2,SUNDAY,TUESDAY,NA,P10664
416948,57260,18,50,0,50,50,-50,345,146,SUNDAY,TUESDAY,NA,P10665
9897655,17003,14,30,30,0,30,30,0,135,MONDAY,MONDAY,NA,P10666
12293,3015,32,0,0,0,0,0,28,2,FRIDAY,MONDAY,NA,P10667
269481,4381,38,1,1,0,0,1,0,18,THURSDAY,FRIDAY,NA,P10668
32745,770,32,0,0,0,0,0,219,4,WEDNESDAY,THURSDAY,NA,P10669
50469,2456,32,0,0,0,0,0,0,1,MONDAY,THURSDAY,NA,P10670
1060457,68146,9,0,0,0,0,0,0,2,FRIDAY,MONDAY,NA,P10671
86582,175,4,0,0,0,0,0,0,3,MONDAY,TUESDAY,NA,P10672
879585,49540,9,36,5,31,36,-26,76,137,SUNDAY,TUESDAY,NA,P10673
358398,8153,18,17,0,9,17,-9,165,2,SATURDAY,MONDAY,NA,P10674
2078654,84453,9,39,15,24,37,-9,86,93,TUESDAY,WEDNESDAY,NA,P10675
3739454,29943,9,48,7,41,45,-34,182,45,WEDNESDAY,THURSDAY,NA,P10676
6141231,290050,36,174,0,17,158,-17,169,400,FRIDAY,MONDAY,NA,P10677
13517,34,18,6,2,2,4,0,0,1,WEDNESDAY,FRIDAY,NA,P10678
4913787,158828,9,69,1,7,65,-6,120,176,TUESDAY,FRIDAY,NA,P10679
2078654,84453,9,31,1,16,28,-15,86,83,MONDAY,WEDNESDAY,NA,P10680
192885,2647,24,61,61,0,61,61,18,91,THURSDAY,THURSDAY,NA,P10681
17905,43,49,1,1,0,1,1,16,1,TUESDAY,TUESDAY,NA,P10682
684014,72208,9,17,17,0,17,17,83,22,SUNDAY,SUNDAY,NA,P10683
10145,15,19,0,0,0,0,0,75,2,WEDNESDAY,SATURDAY,NA,P10684
29392,597,91,0,0,0,0,0,492,2,THURSDAY,SATURDAY,NA,P10685
3739454,29943,9,5,0,5,5,-5,98,14,TUESDAY,WEDNESDAY,NA,P10686
1386080,1798,14,767,18,285,746,-267,29,1330,THURSDAY,SATURDAY,NA,P10687
8580,589,44,0,0,0,0,0,149,1,WEDNESDAY,SATURDAY,NA,P10688
1457476,3961,10,2,0,2,2,-2,54,13,SUNDAY,TUESDAY,NA,P10689
36734,4,14,0,0,0,0,0,299,1,THURSDAY,THURSDAY,NA,P10690
55520,13,26,0,0,0,0,0,50,2,WEDNESDAY,FRIDAY,NA,P10691
57889,10836,18,0,0,0,0,0,102,3,MONDAY,MONDAY,NA,P10692
23985,2773,36,31,31,0,31,31,29,13,SUNDAY,MONDAY,NA,P10693
101655,33,8,1,1,0,1,1,117,1,FRIDAY,SUNDAY,NA,P10694
3337470,11736,40,7,3,4,6,-1,117,400,TUESDAY,THURSDAY,NA,P10695
19778,159,20,0,0,0,0,0,47,1,SATURDAY,MONDAY,NA,P10696
5200467,123640,9,160,19,46,129,-27,169,466,TUESDAY,FRIDAY,NA,P10697
99033,1053,32,6,0,6,6,-6,554,12,FRIDAY,SATURDAY,NA,P10698
36734,4,14,13,0,0,13,0,429,13,SUNDAY,WEDNESDAY,NA,P10699
2516731,20529,21,1,1,0,0,1,73,16,SUNDAY,WEDNESDAY,NA,P10700
8044,104,101,0,0,0,0,0,159,1,SATURDAY,TUESDAY,NA,P10701
653756,44589,24,43,1,6,40,-5,25,73,SUNDAY,WEDNESDAY,NA,P10702
209979,185,46,0,0,0,0,0,0,34,WEDNESDAY,FRIDAY,NA,P10703
92347,4867,24,8,3,5,8,-2,104,4,SUNDAY,TUESDAY,NA,P10704
3150,5,80,0,0,0,0,0,120,1,MONDAY,THURSDAY,NA,P10705
209071,444,55,0,0,0,0,0,165,4,THURSDAY,SATURDAY,NA,P10706
100625,1280,105,6,0,6,6,-6,15,2,THURSDAY,SATURDAY,NA,P10707
6141231,290050,36,150,150,0,150,150,211,804,SATURDAY,SATURDAY,NA,P10708
5503253,22681,14,1112,292,820,1019,-528,88,1010,TUESDAY,THURSDAY,NA,P10709
206412,1464,18,9,9,0,9,9,72,1,TUESDAY,TUESDAY,NA,P10710
634995,463,1,0,0,0,0,0,57,3,WEDNESDAY,THURSDAY,NA,P10711
1155,17,22,0,0,0,0,0,45,2,THURSDAY,SATURDAY,NA,P10712
83215,12259,18,20,2,18,20,-16,57,56,SATURDAY,MONDAY,NA,P10713
865437,23219,24,127,0,10,123,-10,123,2,SATURDAY,TUESDAY,NA,P10714
2046147,123685,9,123,9,50,111,-41,416,51,MONDAY,WEDNESDAY,NA,P10715
634995,463,1,1,0,0,1,0,65,2,TUESDAY,FRIDAY,NA,P10716
57916,4150,80,5,0,3,4,-3,6,30,WEDNESDAY,SATURDAY,NA,P10717
44314,6358,8,14,9,5,14,4,43,1,FRIDAY,SATURDAY,NA,P10718
410245,27432,24,171,171,0,171,171,50,27,SATURDAY,SATURDAY,NA,P10719
4072194,161174,9,69,69,0,69,69,43,194,MONDAY,TUESDAY,NA,P10720
572325,27248,24,3,0,1,2,-1,103,33,SUNDAY,WEDNESDAY,NA,P10721
684014,72208,9,30,1,29,30,-28,36,4,THURSDAY,SATURDAY,NA,P10722
17905,43,49,0,0,0,0,0,38,1,WEDNESDAY,THURSDAY,NA,P10723
640987,84288,1,12,12,0,12,12,58,50,SATURDAY,SUNDAY,NA,P10724
83215,12259,18,13,0,9,13,-9,82,1,FRIDAY,SUNDAY,NA,P10725
343688,13610,24,36,4,32,32,-28,184,6,SUNDAY,TUESDAY,NA,P10726
287698,4752,24,8,8,0,8,8,74,1,WEDNESDAY,WEDNESDAY,NA,P10727
20056,597,30,0,0,0,0,0,0,1,THURSDAY,FRIDAY,NA,P10728
165002,25302,36,14,1,13,14,-12,22,71,SATURDAY,SUNDAY,NA,P10729
684014,72208,9,174,4,25,168,-21,458,30,TUESDAY,THURSDAY,NA,P10730
23223,121,36,9,1,8,8,-7,25,130,FRIDAY,SUNDAY,NA,P10731
157959,175,18,13,13,0,13,13,0,3,WEDNESDAY,THURSDAY,NA,P10732
212300,1153,24,0,0,0,0,0,78,3,MONDAY,MONDAY,NA,P10733
2027759,30065,8,110,44,66,100,-22,0,524,THURSDAY,FRIDAY,NA,P10734
240,1,1,0,0,0,0,0,130,15,SATURDAY,MONDAY,NA,P10735
98168,1843,36,14,14,0,14,14,112,69,FRIDAY,SATURDAY,NA,P10736
672411,14221,9,8,8,0,8,8,0,13,MONDAY,TUESDAY,NA,P10737
1810381,173143,42,275,275,0,275,275,127,283,WEDNESDAY,WEDNESDAY,NA,P10738
10590,203,38,4,0,3,4,-3,88,6,MONDAY,WEDNESDAY,NA,P10739
39611,612,32,0,0,0,0,0,501,1,WEDNESDAY,FRIDAY,NA,P10740
16146,1994,36,3,3,0,3,3,84,33,MONDAY,TUESDAY,NA,P10741
4072194,161174,9,182,57,125,178,-68,463,340,THURSDAY,FRIDAY,NA,P10742
309914,5432,26,2,2,0,2,2,377,107,TUESDAY,WEDNESDAY,NA,P10743
2549867,177095,9,768,252,516,757,-264,114,5109,SUNDAY,MONDAY,NA,P10744
7956229,137673,9,0,0,0,0,0,23,1,SATURDAY,MONDAY,NA,P10745
3316706,9114,35,2,2,0,2,2,155,93,TUESDAY,TUESDAY,NA,P10746
98168,1843,36,27,1,8,24,-7,0,82,THURSDAY,SATURDAY,NA,P10747
17490232,41904,22,73,3,14,64,-11,162,366,WEDNESDAY,SATURDAY,NA,P10748
2961175,39257,9,18,18,0,18,18,264,62,MONDAY,TUESDAY,NA,P10749
25599,1835,32,0,0,0,0,0,43,2,THURSDAY,THURSDAY,NA,P10750
13742,66,17,10,10,0,10,10,68,2,MONDAY,TUESDAY,NA,P10751
579587,33116,18,12,6,6,10,0,154,3,THURSDAY,FRIDAY,NA,P10752
17905,43,49,0,0,0,0,0,57,218,WEDNESDAY,SATURDAY,NA,P10753
4290409,131422,9,18,2,16,17,-14,432,11,THURSDAY,FRIDAY,NA,P10754
518876,51411,24,14,14,0,14,14,95,18,FRIDAY,FRIDAY,NA,P10755
623667,2666,26,2,2,0,2,2,139,18,THURSDAY,FRIDAY,NA,P10756
14691,4072,16,6,6,0,6,6,308,4,MONDAY,TUESDAY,NA,P10757
672411,14221,9,14,0,1,13,-1,126,16,FRIDAY,MONDAY,NA,P10758
12802,31,29,0,0,0,0,0,0,15,SUNDAY,SUNDAY,NA,P10759
1302,16,8,4,0,0,4,0,28,1,SATURDAY,MONDAY,NA,P10760
633796,954,9,25,1,2,24,-1,253,2,SATURDAY,TUESDAY,NA,P10761
692498,218565,25,0,0,0,0,0,52,1,TUESDAY,TUESDAY,NA,P10762
433536,11192,24,18,0,2,18,-2,114,18,SATURDAY,MONDAY,NA,P10763
30366,2,17,0,0,0,0,0,111,1,THURSDAY,SATURDAY,NA,P10764
3032492,114769,9,20,20,0,20,20,134,93,SUNDAY,MONDAY,NA,P10765
109149,14041,24,66,66,0,66,66,177,1,SUNDAY,MONDAY,NA,P10766
358398,8153,18,78,78,0,78,78,135,11,WEDNESDAY,THURSDAY,NA,P10767
1433518,101466,9,53,53,0,53,53,225,59,FRIDAY,SATURDAY,NA,P10768
25599,1835,32,1,1,0,1,1,0,1,FRIDAY,SATURDAY,NA,P10769
2736,277,54,1,0,0,1,0,0,1,WEDNESDAY,FRIDAY,NA,P10770
4072194,161174,9,19,0,19,19,-19,340,11,MONDAY,WEDNESDAY,NA,P10771
3544586,227617,9,226,1,8,217,-7,60,241,TUESDAY,FRIDAY,NA,P10772
879585,49540,9,54,2,1,52,1,121,43,SUNDAY,WEDNESDAY,NA,P10773
54305,4830,67,2,2,0,2,2,0,131,FRIDAY,SATURDAY,NA,P10774
3280313,39324,14,449,50,399,411,-349,202,738,WEDNESDAY,FRIDAY,NA,P10775
2239009,87722,9,72,7,65,68,-58,130,141,MONDAY,WEDNESDAY,NA,P10776
13742,66,17,0,0,0,0,0,134,1,SUNDAY,MONDAY,NA,P10777
1204214,6418,1,0,0,0,0,0,2,1,WEDNESDAY,WEDNESDAY,NA,P10778
283552,108776,8,396,396,0,396,396,12,77,SATURDAY,SATURDAY,NA,P10779
858,0,16,0,0,0,0,0,90,1,WEDNESDAY,FRIDAY,NA,P10780
7461335,218090,9,540,540,0,540,540,692,2030,SATURDAY,SATURDAY,NA,P10781
633796,954,9,19,0,9,19,-9,326,1,WEDNESDAY,FRIDAY,NA,P10782
5969979,64734,4,44,6,38,42,-32,116,64,MONDAY,WEDNESDAY,NA,P10783
16146,1994,36,11,5,6,6,-1,51,28,SUNDAY,TUESDAY,NA,P10784
2078654,84453,9,61,7,54,57,-47,456,75,THURSDAY,SATURDAY,NA,P10785
105937,835,8,11,1,10,11,-9,45,1,SATURDAY,MONDAY,NA,P10786
44314,6358,8,9,9,0,9,9,86,1,THURSDAY,FRIDAY,NA,P10787
228007,24,16,4,0,4,4,-4,416,3,THURSDAY,SATURDAY,NA,P10788
3319,1,17,0,0,0,0,0,167,2,WEDNESDAY,FRIDAY,NA,P10789
4716837,490422,5,604,49,555,588,-506,76,2970,TUESDAY,WEDNESDAY,NA,P10790
274207,100435,18,51,51,0,51,51,61,3,TUESDAY,WEDNESDAY,NA,P10791
115669,745,1,0,0,0,0,0,72,34,WEDNESDAY,SATURDAY,NA,P10792
57889,10836,18,100,4,14,85,-10,60,4,THURSDAY,SUNDAY,NA,P10793
274207,100435,18,55,55,0,55,55,91,1,SATURDAY,SATURDAY,NA,P10794
27147,2260,28,0,0,0,0,0,115,18,MONDAY,TUESDAY,NA,P10795
6379081,54297,24,39,39,0,39,39,243,42,FRIDAY,FRIDAY,NA,P10796
3739454,29943,9,12,12,0,12,12,0,1,WEDNESDAY,WEDNESDAY,NA,P10797
420838,606,39,18,0,4,15,-4,0,34,FRIDAY,MONDAY,NA,P10798
5077,449,27,2,2,0,2,2,0,2,THURSDAY,FRIDAY,NA,P10799
41320,90,27,0,0,0,0,0,59,1,SATURDAY,MONDAY,NA,P10800
879585,49540,9,151,0,6,145,-6,136,622,SUNDAY,WEDNESDAY,NA,P10801
367390,2678,100,8,8,0,8,8,420,53,TUESDAY,WEDNESDAY,NA,P10802
640987,84288,1,5,4,1,5,3,71,28,MONDAY,TUESDAY,NA,P10803
123680,1492,32,1,0,0,1,0,216,1,SATURDAY,TUESDAY,NA,P10804
812001,95068,24,241,241,0,241,241,171,26,MONDAY,TUESDAY,NA,P10805
5365996,102442,9,36,3,7,31,-4,137,32,THURSDAY,SUNDAY,NA,P10806
478,1,16,0,0,0,0,0,151,1,MONDAY,TUESDAY,NA,P10807
4290409,131422,9,16,5,11,13,-6,171,1,SATURDAY,SUNDAY,NA,P10808
996915,86122,24,223,64,159,218,-95,59,3,THURSDAY,SATURDAY,NA,P10809
965964,11631,9,64,64,0,64,64,118,33,THURSDAY,THURSDAY,NA,P10810
668834,42523,9,131,0,10,129,-10,138,701,MONDAY,WEDNESDAY,NA,P10811
31178,41,27,0,0,0,0,0,1407,2,FRIDAY,SUNDAY,NA,P10812
4716837,490422,5,9,3,6,9,-3,0,125,THURSDAY,SATURDAY,NA,P10813
212881,25,16,138,4,36,133,-32,207,109,WEDNESDAY,SATURDAY,NA,P10814
338997,128,16,6,3,3,6,0,7,15,MONDAY,TUESDAY,NA,P10815
10590,203,38,0,0,0,0,0,175,1,WEDNESDAY,FRIDAY,NA,P10816
668834,42523,9,49,0,15,48,-15,148,81,THURSDAY,SATURDAY,NA,P10817
633016,168920,18,46,21,25,41,-4,48,1,THURSDAY,FRIDAY,NA,P10818
1341299,64467,8,99,5,14,83,-9,30,55,SUNDAY,WEDNESDAY,NA,P10819
104597,317,36,99,43,56,98,-13,0,313,FRIDAY,SUNDAY,NA,P10820
4609,3,14,0,0,0,0,0,0,1,MONDAY,WEDNESDAY,NA,P10821
472162,29283,24,20,20,0,20,20,79,33,MONDAY,MONDAY,NA,P10822
57411,1485,87,0,0,0,0,0,172,3,FRIDAY,FRIDAY,NA,P10823
212300,1153,24,3,2,1,2,1,42,6,SUNDAY,MONDAY,NA,P10824
1548,581,16,32,2,5,28,-3,114,2,WEDNESDAY,SATURDAY,NA,P10825
155266,2454,60,0,0,0,0,0,0,4,THURSDAY,FRIDAY,NA,P10826
80765,8973,13,17,17,0,17,17,114,6,WEDNESDAY,THURSDAY,NA,P10827
3608,420,18,0,0,0,0,0,791,2,FRIDAY,MONDAY,NA,P10828
20131,27,24,1,1,0,1,1,127,2,THURSDAY,THURSDAY,NA,P10829
236881,36034,40,82,16,66,76,-50,44,63,SATURDAY,SUNDAY,NA,P10830
34008,11863,18,0,0,0,0,0,110,1,TUESDAY,FRIDAY,NA,P10831
2035731,6523,14,183,9,37,170,-28,0,155,SATURDAY,MONDAY,NA,P10832
468063,137,77,14,1,3,10,-2,46,2,FRIDAY,MONDAY,NA,P10833
1259,0,2,10,0,0,10,0,224,2,MONDAY,WEDNESDAY,NA,P10834
4716837,490422,5,20,9,11,20,-2,108,18,FRIDAY,SATURDAY,NA,P10835
3032492,114769,9,3,3,0,3,3,36,7,TUESDAY,WEDNESDAY,NA,P10836
104037,30,14,23,23,0,23,23,0,21,SATURDAY,SUNDAY,NA,P10837
138542,1687,18,8,0,1,8,-1,179,1,MONDAY,WEDNESDAY,NA,P10838
94905,5573,18,8,1,7,8,-6,99,1,TUESDAY,THURSDAY,NA,P10839
413095,19301,24,11,6,5,6,1,174,44,FRIDAY,SUNDAY,NA,P10840
2078654,84453,9,110,19,91,100,-72,472,530,TUESDAY,WEDNESDAY,NA,P10841
8044,104,101,2,2,0,2,2,156,12,TUESDAY,TUESDAY,NA,P10842
623667,2666,26,0,0,0,0,0,76,1,THURSDAY,FRIDAY,NA,P10843
5111,106,24,1,0,1,1,-1,89,2,MONDAY,TUESDAY,NA,P10844
4975857,87422,9,2211,921,1290,2184,-369,67,1665,WEDNESDAY,FRIDAY,NA,P10845
25879,1970,36,19,19,0,19,19,0,80,THURSDAY,THURSDAY,NA,P10846
1720897,10096,46,120,6,114,115,-108,167,2,FRIDAY,SATURDAY,NA,P10847
309914,5432,26,4,1,2,3,-1,368,143,FRIDAY,SUNDAY,NA,P10848
798622,34668,5,37,37,0,37,37,156,2,THURSDAY,FRIDAY,NA,P10849
50469,2456,32,5,0,5,5,-5,166,2,SATURDAY,MONDAY,NA,P10850
11670473,145114,1,6,2,4,6,-2,192,16,FRIDAY,SUNDAY,NA,P10851
1812050,3765,14,102,2,36,89,-34,91,220,FRIDAY,SUNDAY,NA,P10852
2046147,123685,9,37,37,0,37,37,102,39,SATURDAY,SUNDAY,NA,P10853
4300072,293563,18,131,131,0,131,131,64,114,TUESDAY,WEDNESDAY,NA,P10854
579587,33116,18,21,7,14,21,-7,241,12,SUNDAY,MONDAY,NA,P10855
99033,1053,32,12,0,12,12,-12,0,23,WEDNESDAY,FRIDAY,NA,P10856
209979,185,46,2,0,2,2,-2,0,90,FRIDAY,SUNDAY,NA,P10857
3002026,77240,9,27,1,4,22,-3,51,173,TUESDAY,FRIDAY,NA,P10858
213787,1058,14,20,0,10,20,-10,52,24,TUESDAY,FRIDAY,NA,P10859
24410,698,28,8,1,5,7,-4,639,2,FRIDAY,SUNDAY,NA,P10860
4488,124,40,0,0,0,0,0,431,4,WEDNESDAY,FRIDAY,NA,P10861
24410,698,28,14,14,0,14,14,166,1,SUNDAY,SUNDAY,NA,P10862
4072194,161174,9,46,30,16,45,14,130,85,WEDNESDAY,FRIDAY,NA,P10863
115669,745,1,1,0,0,1,0,19,3,SATURDAY,TUESDAY,NA,P10864
321135,1651,16,10,0,0,10,0,76,43,FRIDAY,MONDAY,NA,P10865
25879,1970,36,6,0,3,6,-3,0,29,SATURDAY,TUESDAY,NA,P10866
25879,1970,36,13,0,3,10,-3,99,55,WEDNESDAY,SATURDAY,NA,P10867
1386080,1798,14,43,0,10,41,-10,72,95,MONDAY,THURSDAY,NA,P10868
326835,92354,18,140,140,0,140,140,49,64,MONDAY,MONDAY,NA,P10869
17942,264,16,0,0,0,0,0,17,1,TUESDAY,FRIDAY,NA,P10870
309914,5432,26,2,2,0,2,2,351,24,WEDNESDAY,THURSDAY,NA,P10871
513160,73487,42,88,88,0,88,88,1175,372,TUESDAY,WEDNESDAY,NA,P10872
253349,1888,44,2,2,0,2,2,58,1,MONDAY,TUESDAY,NA,P10873
32319,406,32,1,0,1,0,-1,253,37,MONDAY,THURSDAY,NA,P10874
6141231,290050,36,25,25,0,25,25,86,238,THURSDAY,THURSDAY,NA,P10875
236881,36034,40,24,24,0,24,24,52,50,SUNDAY,SUNDAY,NA,P10876
209979,185,46,0,0,0,0,0,0,2,SATURDAY,SUNDAY,NA,P10877
89879,1257,14,7,3,4,7,-1,91,62,TUESDAY,WEDNESDAY,NA,P10878
11384,226,2,14,14,0,14,14,189,6,SATURDAY,SATURDAY,NA,P10879
9774,2397,16,5,0,1,4,-1,16,1,TUESDAY,FRIDAY,NA,P10880
113415,106,47,1,0,0,1,0,56,1,SATURDAY,TUESDAY,NA,P10881
1340759,49392,9,12,0,12,12,-12,288,2,SUNDAY,MONDAY,NA,P10882
15064,0,5,1,0,1,1,-1,4,1,FRIDAY,SATURDAY,NA,P10883
155048,34292,18,26,26,0,26,26,67,7,TUESDAY,WEDNESDAY,NA,P10884
98168,1843,36,27,1,5,23,-4,76,2,THURSDAY,SUNDAY,NA,P10885
6739,0,16,0,0,0,0,0,51,1,SATURDAY,MONDAY,NA,P10886
8070687,278406,9,198,10,188,189,-178,74,605,WEDNESDAY,FRIDAY,NA,P10887
15064,0,5,0,0,0,0,0,47,21,THURSDAY,THURSDAY,NA,P10888
23253,4595,8,7,7,0,7,7,684,2,THURSDAY,FRIDAY,NA,P10889
2516731,20529,21,6,6,0,6,6,321,65,THURSDAY,THURSDAY,NA,P10890
362368,50264,24,140,29,111,135,-82,165,14,SATURDAY,MONDAY,NA,P10891
2071999,150355,57,10,10,0,10,10,68,15,TUESDAY,WEDNESDAY,NA,P10892
420838,606,39,3,1,2,3,-1,0,2,SUNDAY,MONDAY,NA,P10893
22042113,1207173,9,145,11,134,139,-123,72,180,MONDAY,WEDNESDAY,NA,P10894
2239009,87722,9,3,3,0,3,3,0,12,SATURDAY,SATURDAY,NA,P10895
879585,49540,9,109,1,108,109,-107,73,32,SUNDAY,TUESDAY,NA,P10896
356059,27989,8,19,19,0,19,19,32,2,FRIDAY,SATURDAY,NA,P10897
100625,1280,105,15,0,1,15,-1,86,29,THURSDAY,SUNDAY,NA,P10898
1055660,120305,18,34,7,27,28,-20,79,38,MONDAY,WEDNESDAY,NA,P10899
6141231,290050,36,127,12,115,115,-103,88,226,SATURDAY,MONDAY,NA,P10900
7564986,123241,12,0,0,0,0,0,87,1,THURSDAY,FRIDAY,NA,P10901
996915,86122,24,83,9,74,80,-65,207,36,FRIDAY,SUNDAY,NA,P10902
11384,226,2,4,0,0,4,0,290,2,FRIDAY,MONDAY,NA,P10903
454393,66403,96,3,0,3,3,-3,136,3,SUNDAY,TUESDAY,NA,P10904
4526533,111134,9,18,18,0,18,18,78,17,FRIDAY,SATURDAY,NA,P10905
228007,24,16,2,0,2,2,-2,24,2,WEDNESDAY,THURSDAY,NA,P10906
3002026,77240,9,228,112,116,221,-4,84,1794,SATURDAY,MONDAY,NA,P10907
1340759,49392,9,23,23,0,23,23,155,2,WEDNESDAY,THURSDAY,NA,P10908
3319,1,17,0,0,0,0,0,75,2,SATURDAY,TUESDAY,NA,P10909
259412,991,8,13,13,0,13,13,107,1,THURSDAY,FRIDAY,NA,P10910
634995,463,1,1,1,0,1,1,98,2,FRIDAY,SATURDAY,NA,P10911
4290409,131422,9,526,16,510,515,-494,134,217,THURSDAY,SATURDAY,NA,P10912
1457476,3961,10,0,0,0,0,0,65,1,SUNDAY,MONDAY,NA,P10913
16146,1994,36,7,7,0,7,7,266,25,FRIDAY,FRIDAY,NA,P10914
9102550,194202,9,1237,20,228,1149,-208,103,883,SUNDAY,WEDNESDAY,NA,P10915
12301,87,18,0,0,0,0,0,81,2,SUNDAY,MONDAY,NA,P10916
17135,32,13,0,0,0,0,0,89,1,MONDAY,WEDNESDAY,NA,P10917
441897,16175,18,52,3,4,45,-1,74,23,SUNDAY,WEDNESDAY,NA,P10918
81756,2947,36,7,2,5,7,-3,0,3,MONDAY,WEDNESDAY,NA,P10919
950,10,24,0,0,0,0,0,78,1,SATURDAY,SUNDAY,NA,P10920
209979,185,46,0,0,0,0,0,0,3,SATURDAY,MONDAY,NA,P10921
8580,589,44,0,0,0,0,0,155,1,TUESDAY,TUESDAY,NA,P10922
228007,24,16,5,5,0,5,5,225,3,SATURDAY,SUNDAY,NA,P10923
656085,62122,39,29,29,0,29,29,0,1,THURSDAY,FRIDAY,NA,P10924
2156275,47233,9,5,4,1,5,3,175,44,MONDAY,WEDNESDAY,NA,P10925
1552629,64641,9,355,167,188,322,-21,34,357,THURSDAY,FRIDAY,NA,P10926
66311,442,75,3,3,0,3,3,52,15,TUESDAY,WEDNESDAY,NA,P10927
3002026,77240,9,45,45,0,45,45,57,32,SUNDAY,MONDAY,NA,P10928
609152,16856,18,26,1,2,23,-1,4,183,THURSDAY,SUNDAY,NA,P10929
1433518,101466,9,318,318,0,318,318,129,31,TUESDAY,TUESDAY,NA,P10930
11670473,145114,1,21,21,0,21,21,164,172,FRIDAY,SATURDAY,NA,P10931
1552629,64641,9,910,16,256,835,-240,438,1396,THURSDAY,SATURDAY,NA,P10932
73349,1484,18,35,35,0,35,35,0,13,THURSDAY,FRIDAY,NA,P10933
5365996,102442,9,77,2,75,75,-73,117,30,SUNDAY,TUESDAY,NA,P10934
425753,10938,31,57,1,12,54,-11,109,153,FRIDAY,SUNDAY,NA,P10935
661,0,24,3,0,0,3,0,102,17,SATURDAY,TUESDAY,NA,P10936
14363,675,68,0,0,0,0,0,207,1,TUESDAY,FRIDAY,NA,P10937
350630,66944,18,180,6,11,167,-5,132,24,WEDNESDAY,SATURDAY,NA,P10938
4662,12,49,1,1,0,1,1,251,1,TUESDAY,TUESDAY,NA,P10939
252794,6,22,1,0,1,1,-1,84,1,MONDAY,WEDNESDAY,NA,P10940
2239009,87722,9,39,39,0,39,39,114,78,FRIDAY,SATURDAY,NA,P10941
4072194,161174,9,52,3,1,48,2,514,53,SATURDAY,TUESDAY,NA,P10942
579587,33116,18,65,65,0,65,65,309,82,SUNDAY,SUNDAY,NA,P10943
97071,1000,18,2,2,0,2,2,64,6,THURSDAY,FRIDAY,NA,P10944
2078654,84453,9,100,9,91,96,-82,603,414,SUNDAY,TUESDAY,NA,P10945
2075758,17605,9,18,3,15,15,-12,257,12,THURSDAY,SATURDAY,NA,P10946
157959,175,18,20,5,15,19,-10,101,52,THURSDAY,SATURDAY,NA,P10947
165002,25302,36,32,32,0,32,32,248,146,SATURDAY,SUNDAY,NA,P10948
228007,24,16,1,0,1,1,-1,15,5,TUESDAY,THURSDAY,NA,P10949
